lsoa11,samhi_dec,area_population_density_density_number_of_persons_per_hectare_measures_value,single_hc,Unemployment Rate
E01002070,1,126,0.290240811,9.5
E01002071,7,149.8,0.362962963,11.9
E01002072,3,102.8,0.332352941,9.6
E01002073,4,158.8,0.328928047,10.3
E01002074,3,160,0.325088339,15.5
E01002075,1,47.6,0.270588235,12.7
E01002076,2,173.8,0.234741784,10.6
E01002077,1,147.2,0.236151603,12
E01002078,3,77.7,0.382754995,10.9
E01002079,1,156.4,0.168831169,11
E01002080,2,25.3,0.229411765,8.9
E01002081,3,127.2,0.364227642,13.4
E01002082,5,78.4,0.286971831,15.6
E01002083,1,93.6,0.279926335,6.8
E01002084,3,53.1,0.319870759,7.8
E01002085,2,166.1,0.257003654,8.5
E01002086,5,67.2,0.320661157,12.1
E01002087,5,141.1,0.410364146,9.8
E01002088,1,88,0.287790698,7.5
E01002089,5,327.6,0.411490683,19.8
E01002090,2,70.9,0.192090395,9.9
E01002091,5,86.6,0.28503937,12.8
E01002092,6,82.2,0.333817126,12.5
E01002093,4,78.7,0.262015504,12.2
E01002094,2,61.5,0.19038817,12.4
E01002095,2,58,0.248344371,13.8
E01002096,3,89.3,0.27787307,13.1
E01002097,2,156,0.190878378,14.6
E01002098,2,68.9,0.362582781,7.2
E01002099,5,133.2,0.330873309,14
E01002100,2,135,0.238235294,8.8
E01002101,2,93.1,0.266475645,7.8
E01002102,2,59.1,0.301861702,8.5
E01002103,1,108.4,0.246130031,6.4
E01002104,2,84.6,0.213572854,10.2
E01002105,2,156.5,0.321718931,8.1
E01002106,1,75.6,0.150537634,6.1
E01002107,1,62.6,0.16173913,4.2
E01002108,1,90.1,0.103756708,5.2
E01002109,1,35.1,0.201834862,3.7
E01002110,1,72.4,0.108856089,4.7
E01002111,1,79.7,0.167400881,7.6
E01002112,1,24.1,0.215208034,2
E01002113,4,25.1,0.280467446,5.7
E01002114,2,6.9,0.430020284,5.9
E01002115,1,43.8,0.161100196,5.8
E01002116,1,54.7,0.294117647,2.3
E01002117,1,49.5,0.194074074,5.1
E01002118,3,64.5,0.285925926,7.8
E01002119,2,73.1,0.191901408,7.2
E01002120,7,75.7,0.301229508,10.2
E01002121,1,62.3,0.155677656,8
E01002122,1,83.5,0.240549828,6.2
E01002123,2,101,0.184060721,6.7
E01002124,1,105.3,0.12195122,6.7
E01002125,1,99,0.146484375,5.9
E01002126,2,73.3,0.330008313,6.8
E01002127,2,60.8,0.229299363,5.8
E01002128,2,110.7,0.295918367,6.3
E01002129,2,49.8,0.341957255,6.3
E01002130,5,68.1,0.253393665,6.3
E01002131,5,98.8,0.249146758,7.7
E01002132,2,49.6,0.297101449,5.1
E01002133,6,51.4,0.390625,8.2
E01002134,1,11.8,0.316749585,5
E01002135,1,42,0.275494673,5.6
E01002136,1,46.9,0.224137931,5.9
E01002137,1,28.8,0.363247863,2.7
E01002138,2,105.5,0.178781925,8.8
E01002139,8,61.5,0.240963855,16.5
E01002140,3,68.2,0.215815486,7.8
E01002141,2,61.5,0.285294118,3.8
E01002142,1,48.7,0.212598425,4.8
E01002143,4,86.9,0.173913043,9.6
E01002144,3,5.3,0.237931034,4.7
E01002145,5,49.6,0.328050713,5.2
E01002146,1,17.6,0.186897881,2.8
E01002147,4,21.9,0.215139442,3.1
E01002148,2,43.2,0.148676171,6.6
E01002149,1,46.2,0.131524008,3.3
E01002150,3,45.4,0.37067938,5.7
E01002151,6,50.1,0.272900763,12.9
E01002152,1,35,0.250783699,3.9
E01002153,1,60.5,0.196428571,4
E01002154,1,15.4,0.206043956,5.4
E01002155,1,22,0.260530421,4
E01002156,1,39.9,0.123752495,4.8
E01002157,1,64,0.202360877,5.5
E01002158,1,49,0.150712831,3.7
E01002159,2,79.9,0.237956204,6.4
E01002160,1,65,0.235795455,3.8
E01002161,1,86.1,0.248626374,7.1
E01002162,2,102.7,0.243085881,8.2
E01002163,1,66.7,0.156424581,6.1
E01002164,1,67,0.263543192,5.5
E01002165,1,84.2,0.162878788,7.8
E01002166,1,99,0.134297521,7.9
E01002167,1,99.1,0.155136268,6.5
E01002168,2,85.5,0.236790607,7.3
E01002169,1,78.9,0.186440678,6.9
E01002170,1,75.7,0.156862745,5.8
E01002171,1,89.2,0.144194757,6.3
E01002172,1,43.8,0.129817444,7.8
E01002173,1,86.5,0.145557656,5.5
E01002174,1,76.1,0.140786749,4.2
E01002175,1,68,0.140394089,7
E01002176,1,45.8,0.127102804,4.9
E01002177,1,70.6,0.148230088,7.4
E01002178,1,82.4,0.11752988,5.9
E01002179,2,88.5,0.217610063,9.2
E01002180,3,53.8,0.277139208,10.9
E01002181,1,46.1,0.244868035,7.8
E01002182,1,102.2,0.213352685,7.3
E01002183,1,113.1,0.212609971,7.5
E01002184,2,90.5,0.227474151,8.2
E01002185,4,89.7,0.246153846,10.1
E01002186,4,52.4,0.413098237,5.1
E01002187,2,38.1,0.290407359,5.5
E01002188,1,33.8,0.219435737,2.4
E01002189,1,37.4,0.322128852,4.4
E01002190,1,12.3,0.1872,4
E01002191,1,40.1,0.164917541,6
E01002192,1,33.8,0.294670846,3.8
E01002193,2,53.8,0.293243243,5.9
E01002194,1,40.5,0.194824962,3.5
E01002195,1,58.7,0.208196721,4.6
E01002196,1,47.1,0.160714286,2.9
E01002197,1,75.3,0.19047619,6.6
E01002198,1,104.2,0.102204409,7.1
E01002199,1,89.8,0.154175589,6.8
E01002200,1,48.4,0.132673267,8.6
E01002201,1,65.6,0.125984252,5.7
E01002202,1,108.6,0.213483146,8.4
E01002203,1,62.8,0.125954198,4.2
E01002204,1,97.6,0.247634069,7.7
E01002206,1,79.2,0.181619256,4.1
E01002207,1,95.3,0.143129771,7
E01002208,1,46.4,0.161490683,3.8
E01002209,1,60.4,0.155677656,4.8
E01002210,1,78.2,0.134920635,5.1
E01002211,3,90.1,0.150943396,8.9
E01002212,3,63.6,0.255023184,7.1
E01002213,2,101.6,0.283154122,7.4
E01002214,3,102.9,0.209150327,7.3
E01002215,6,89.4,0.295798319,10.5
E01002216,1,63.2,0.136452242,7.7
E01002217,3,101,0.273550725,11
E01002218,2,50.4,0.282178218,8.5
E01002219,2,61.9,0.231404959,7.2
E01002220,2,85.8,0.137931034,7.5
E01002221,1,91.6,0.207436399,6.8
E01002222,2,76.9,0.147540984,6
E01002223,2,91.9,0.147208122,5.6
E01002224,3,83.8,0.158953722,9.5
E01002225,2,7.7,0.248796148,2.6
E01002226,2,36.5,0.34995015,5.6
E01002227,6,55.3,0.261865794,10.2
E01002228,2,50.2,0.173239437,5.4
E01002229,3,27.2,0.350649351,5.9
E01002230,1,41.7,0.178963893,6.2
E01002231,2,89.6,0.229749632,7.6
E01002232,4,89.7,0.25528914,6.1
E01002233,4,100.5,0.278514589,10.6
E01002234,3,106,0.191605839,10.2
E01002235,4,111.8,0.240983607,11.7
E01002236,3,82,0.20790378,7.6
E01002237,5,113,0.302469136,7.6
E01002238,2,52.5,0.177852349,4.1
E01002239,1,46.6,0.223622047,6.2
E01002240,7,103.3,0.26870229,6.9
E01002241,3,69.5,0.194029851,7.3
E01002242,1,70.1,0.141924959,5.1
E01002243,5,79.3,0.387249115,9.1
E01002244,2,50.7,0.349799733,7.7
E01002245,3,62.4,0.311111111,5.9
E01002246,1,31.3,0.257456829,5.7
E01002247,2,55.1,0.264746228,8.3
E01002248,1,26.1,0.285472973,8.5
E01002249,1,33.3,0.268096515,6
E01002250,1,14.6,0.302180685,6.9
E01002251,1,43.9,0.241444867,9.9
E01002252,1,13.1,0.259319287,3.9
E01002253,1,15,0.22601626,2.6
E01002254,1,28.7,0.226415094,2.1
E01002255,1,25.1,0.253968254,4.5
E01002256,1,53.6,0.256451613,3.8
E01002257,1,22.7,0.264208909,2.9
E01002258,2,55.7,0.400250941,6.8
E01002259,1,7.9,0.282679739,4.8
E01002260,1,13.8,0.189045936,6.6
E01002261,1,79.7,0.252713178,6.7
E01002262,2,72.8,0.264,7.5
E01002263,1,18.8,0.205254516,3.9
E01002264,5,72.8,0.415492958,11
E01002265,1,28.6,0.302507837,4.4
E01002266,1,41.8,0.29,5.4
E01002267,2,80,0.316076294,7.3
E01002268,1,15.9,0.23699422,3.2
E01002269,1,23.2,0.209439528,4.6
E01002270,1,24.7,0.30126183,3.7
E01002271,1,27.2,0.141747573,2.1
E01002272,1,58.5,0.25,4.2
E01002273,2,16.3,0.16122449,3.9
E01002274,1,53.3,0.300578035,4.2
E01002275,1,31.6,0.205029014,3.8
E01002276,6,4.4,0.259365994,8.3
E01002277,4,10.2,0.304276316,11.2
E01002278,4,70.3,0.310618067,12.2
E01002279,4,44.1,0.307570978,8.4
E01002280,8,96.8,0.360708535,17.6
E01002281,7,39.6,0.432539683,13.9
E01002282,8,57.5,0.396706587,16.1
E01002283,3,66.9,0.313131313,8.1
E01002284,6,67.4,0.326797386,9.8
E01002285,2,27.2,0.269230769,5.1
E01002286,1,69.6,0.164495114,4.1
E01002287,1,69.2,0.214285714,5.1
E01002288,1,45.5,0.153429603,2.5
E01002289,1,59.4,0.257648953,4.2
E01002290,1,54.4,0.283931357,5.8
E01002291,1,52.2,0.389677419,4.1
E01002292,1,44.6,0.284144427,7.6
E01002293,2,23.1,0.438202247,5.8
E01002294,1,12.1,0.269968051,4.9
E01002295,1,56,0.313432836,4.8
E01002296,1,4.1,0.270622287,5.6
E01002297,8,68.3,0.432835821,13.5
E01002298,1,33.9,0.282874618,6.5
E01002299,2,51,0.286144578,8.9
E01002300,1,48.1,0.302097902,3.9
E01002301,3,56.9,0.236044657,5.4
E01002302,4,54.6,0.2090301,4.8
E01002303,6,71.4,0.286755772,9
E01002304,4,2.7,0.25,5.8
E01002305,5,5.5,0.253289474,6.3
E01002306,7,89.2,0.2656,10.2
E01002307,6,70.2,0.256289308,8.1
E01002308,7,36,0.319402985,8.4
E01002309,4,55.3,0.310291859,9.3
E01002310,10,59.6,0.363764045,10.7
E01002311,4,18.1,0.278443114,9.7
E01002312,5,16,0.380062305,8.7
E01002313,5,38.8,0.342857143,8.5
E01002314,3,88,0.27929374,10.8
E01002315,5,70.3,0.308056872,9.7
E01002316,6,62.9,0.472972973,14
E01002317,1,41.1,0.163602941,3.6
E01002318,1,54.1,0.198697068,4.7
E01002319,2,42.3,0.32208589,7
E01002320,1,72.7,0.197392924,3.8
E01002321,1,36.1,0.244094488,5.1
E01002322,1,45.4,0.233926129,5.1
E01002323,2,57.1,0.207336523,5.4
E01002324,4,30.9,0.350769231,6.5
E01002325,4,22.6,0.304635762,7.6
E01002326,5,54.2,0.303030303,7.8
E01002327,3,52.5,0.265546218,4.9
E01002328,2,58.9,0.210280374,4.7
E01002329,1,43,0.251944012,5.2
E01002330,1,35.7,0.305291723,7.2
E01002331,5,50.9,0.239932886,5.7
E01002332,3,58.5,0.29136164,5.5
E01002333,2,48.1,0.230620155,4.6
E01002334,2,17.2,0.232937685,4.6
E01002335,5,69.4,0.261824324,5.8
E01002336,1,58.4,0.248366013,5.3
E01002337,5,11.6,0.27734375,3.3
E01002338,2,56.3,0.252390057,4.8
E01002339,1,40.4,0.202657807,3.5
E01002340,1,58.1,0.212180747,4.9
E01002341,2,56.4,0.208258528,3.7
E01002342,1,86.7,0.299050633,9.7
E01002343,1,35.4,0.213836478,5
E01002344,1,1.5,0.300940439,4.5
E01002345,2,38,0.35978836,10.6
E01002346,2,72.3,0.204667864,8.8
E01002347,1,31.6,0.216730038,6.3
E01002348,1,5.6,0.258566978,3.4
E01002349,1,26,0.264802632,5.5
E01002350,3,54.3,0.433192686,8.2
E01002351,1,80.8,0.271056662,6.3
E01002352,3,56.5,0.380886427,6.5
E01002353,1,43.7,0.299278846,6.6
E01002354,1,44.2,0.272727273,3.3
E01002355,1,64.3,0.203832753,3.8
E01002356,4,58.7,0.421407907,11.2
E01002358,1,78.1,0.347661188,7.3
E01002359,1,58.1,0.275728155,3
E01002360,1,37.1,0.470350404,4.6
E01002361,1,46.8,0.391727494,7.4
E01002362,1,44.2,0.26461039,4.9
E01002363,2,64.1,0.32361516,7.4
E01002364,1,61.3,0.21402214,5.2
E01002365,1,57.7,0.30615942,4.3
E01002366,1,51.8,0.230633803,4.6
E01002367,1,41.5,0.296352584,5.4
E01002368,2,12.2,0.393678161,15
E01002369,1,39.1,0.261643836,7.2
E01002370,3,8,0.364066194,10.1
E01002371,1,57.7,0.231726283,4.6
E01002372,1,73.3,0.217247098,5.5
E01002373,1,50.7,0.248407643,5.9
E01002374,1,15.8,0.274834437,6.2
E01002375,5,66.4,0.290697674,9.6
E01002376,1,42.4,0.134615385,2.6
E01002377,1,38.1,0.334739803,3.6
E01002378,1,70,0.190397351,3.6
E01002379,1,41,0.345978756,5
E01002380,1,69,0.403474903,7.1
E01002381,2,41.5,0.28372093,4.3
E01002382,1,56.5,0.312418301,3.1
E01002383,1,54,0.271623672,4.1
E01002384,1,31.9,0.293478261,3.2
E01002385,2,1.6,0.221297837,3.7
E01002386,1,33.8,0.384615385,3.6
E01002387,1,11.7,0.196046129,3.1
E01002388,1,45.2,0.175986842,3.8
E01002389,1,17.6,0.23434992,3.9
E01002390,1,42.6,0.16007533,2.8
E01002391,3,1.9,0.264802632,4.4
E01002392,6,35.8,0.252427184,11.6
E01002393,2,61,0.260992908,9.4
E01002394,2,55.1,0.190944882,7.7
E01002395,2,81.3,0.162735849,8.2
E01002396,3,51.4,0.243339254,8.2
E01002397,3,95.5,0.159533074,10.9
E01002398,1,105.4,0.154158215,8
E01002399,1,90,0.170886076,5.4
E01002400,6,29.7,0.198664441,7
E01002401,7,51.3,0.259441708,8.4
E01002402,4,75,0.221995927,9.6
E01002403,3,87.9,0.173112339,7
E01002404,4,88.4,0.248888889,9.7
E01002405,2,19.1,0.264984227,10.2
E01002406,2,16,0.192647059,11.1
E01002407,1,48.4,0.188965517,10.3
E01002408,5,75.9,0.372019078,6
E01002409,5,73.2,0.24702381,8.5
E01002410,3,41.6,0.244514107,6.5
E01002411,6,35.2,0.253164557,7.7
E01002412,3,32.1,0.203163017,4
E01002413,5,49.3,0.267676768,9.6
E01002414,1,36.1,0.351043643,2.3
E01002415,2,63.6,0.203732504,3
E01002416,2,84.3,0.153456998,4.6
E01002417,2,49.3,0.271159875,4.5
E01002418,3,64.7,0.246200608,4.3
E01002419,3,51.8,0.237315876,4.4
E01002420,4,54.2,0.3081571,5.5
E01002421,5,48.8,0.23427673,4.7
E01002422,3,74.2,0.174089069,5.8
E01002423,6,24.3,0.190140845,5
E01002424,1,42.6,0.182509506,4.6
E01002425,3,49.8,0.243066884,10.3
E01002426,1,82.9,0.194928685,7
E01002427,4,74,0.208171206,5.1
E01002428,3,25.2,0.153225806,3.7
E01002429,5,38.2,0.251004016,8.6
E01002430,1,16.1,0.139312977,4.1
E01002431,2,50.4,0.157464213,4.3
E01002432,2,48.2,0.267716535,4.1
E01002433,4,39.6,0.328644501,4.9
E01002434,2,16.3,0.176587302,2.6
E01002435,1,40.2,0.192523364,2.3
E01002436,2,35.2,0.276595745,3.4
E01002437,1,34,0.251644737,2.9
E01002438,4,3.6,0.20625,3.9
E01002439,3,22.3,0.282894737,4.1
E01002440,5,8.2,0.309061489,5.9
E01002441,6,2.2,0.353823088,5.8
E01002442,3,7.6,0.316535433,6
E01002443,1,6.2,0.197440585,6.7
E01002444,8,1.2,0.328,7.1
E01002445,4,88.4,0.193877551,8.7
E01002446,3,8.3,0.280405405,5.9
E01002447,2,9,0.242375602,6.5
E01002448,2,27.3,0.298039216,7.3
E01002449,1,46.6,0.314084507,5.6
E01002450,2,66.1,0.188866799,4.7
E01002451,1,71.7,0.148073022,4.5
E01002452,1,45,0.136,4.3
E01002453,1,62.7,0.183639399,3.9
E01002454,4,10.8,0.252647504,7.6
E01002455,4,47.1,0.25,8.3
E01002456,3,53.6,0.256038647,6.9
E01002457,5,68.6,0.152804642,7.5
E01002458,1,14.6,0.211786372,3.3
E01002459,1,31.8,0.18488746,3.1
E01002460,1,35,0.366834171,4
E01002461,2,5.7,0.209302326,3.4
E01002462,1,34,0.179841897,3.5
E01002463,1,25.4,0.149621212,3.2
E01002464,1,20.3,0.253611557,4.4
E01002465,4,53.1,0.263823065,4.9
E01002466,1,73,0.213270142,4.1
E01002467,3,41.1,0.27543036,2.1
E01002468,2,86.1,0.222748815,3.9
E01002469,2,72,0.210776545,2.6
E01002470,4,43.8,0.297720798,5
E01002471,2,61.2,0.239747634,3.2
E01002472,2,29.2,0.447470817,4
E01002473,3,4,0.300314465,3
E01002474,2,16.3,0.33903577,3.4
E01002475,7,19.8,0.37283237,4.7
E01002476,2,25.4,0.234042553,4
E01002477,4,39.6,0.355992844,3.5
E01002478,6,41.5,0.310810811,6
E01002479,5,21.7,0.24522293,6
E01002480,1,27.7,0.238429173,3.9
E01002481,5,44.5,0.28831563,5.8
E01002482,1,25.1,0.196110211,4.4
E01002483,2,47.8,0.287114846,7
E01002484,5,60.5,0.316239316,3.8
E01002485,6,56.6,0.359580052,7.3
E01002486,1,21.4,0.178826896,7.1
E01002487,1,93.6,0.250814332,8.3
E01002488,1,57.2,0.161350844,6.7
E01002489,1,67.7,0.176908752,8
E01002490,1,62.1,0.175304878,7.1
E01002491,2,84,0.204238921,9.2
E01002492,1,65.2,0.137295082,7.2
E01002493,2,105.5,0.144758735,8.3
E01002494,3,6.4,0.226059655,4.4
E01002495,1,49.3,0.207194245,3.2
E01002496,3,30.7,0.336375489,6.7
E01002497,2,27.2,0.299077734,6.8
E01002498,1,35.8,0.197674419,4
E01002499,1,7.5,0.252212389,7
E01002501,1,74.5,0.171936759,9
E01002502,3,83.3,0.205702648,8.8
E01002503,1,87.6,0.15694165,8.2
E01002504,2,45.2,0.239669421,8.2
E01002505,3,23.9,0.306451613,9.6
E01002506,2,64.5,0.275272162,11.6
E01002507,1,15.1,0.135483871,7.7
E01002508,5,55.4,0.266975309,11.4
E01002509,1,31.9,0.177290837,4.5
E01002511,5,62.4,0.292006525,6.6
E01002512,2,14.6,0.228748068,2.9
E01002513,3,23.6,0.295955882,3.3
E01002514,6,65.8,0.404519774,3.2
E01002515,6,25.8,0.36908078,5.6
E01002516,3,24.8,0.185714286,4
E01002518,1,57.9,0.257142857,4.2
E01002519,7,23.4,0.442280946,6.9
E01002520,6,30.6,0.233830846,8.9
E01002521,9,31.7,0.500550055,7.8
E01002523,5,96.6,0.193078324,4.8
E01002525,5,31.7,0.27511592,5.1
E01002526,7,64.6,0.188976378,8.6
E01002527,8,17.4,0.305466238,6.9
E01002528,5,48.2,0.18294849,8.1
E01002529,3,81.2,0.238651102,7
E01002530,9,61,0.256865913,9.5
E01002531,6,47.3,0.276397516,4.3
E01002532,5,38.8,0.275395034,9.1
E01002533,3,10.9,0.268251273,4.9
E01002534,2,35.8,0.306425041,4.4
E01002535,3,43.2,0.344202899,3.5
E01002536,3,36.3,0.344827586,3
E01002537,1,31.1,0.274611399,4.8
E01002538,4,15.4,0.391420912,3.6
E01002539,1,40.9,0.250403877,4.1
E01002540,4,74,0.260869565,9.2
E01002541,3,51.1,0.289171975,6.3
E01002542,3,108,0.212030075,9.6
E01002543,5,63.2,0.2624,9.6
E01002544,1,27.1,0.207207207,6.5
E01002545,7,53,0.111801242,12.1
E01002546,1,82.2,0.13363029,5.7
E01002547,1,87.2,0.156504065,9.7
E01002548,8,14.5,0.308980213,9.4
E01002549,3,29,0.25,5.5
E01002550,7,73.9,0.348427673,7
E01002551,3,59.9,0.204368175,6.5
E01002552,5,60.8,0.16539924,7.9
E01002553,4,89.4,0.225538972,7.8
E01002554,6,20.6,0.314072693,7.3
E01002555,1,26.7,0.220264317,5
E01002556,2,83.8,0.258215962,5.5
E01002557,2,52.8,0.347240915,5.9
E01002558,2,82.7,0.298835705,9.2
E01002559,2,9.6,0.254375729,5.6
E01002560,5,51.4,0.242276423,7.7
E01002561,5,56.4,0.288566243,8.3
E01002562,5,14.5,0.27992278,7.9
E01002563,3,32.6,0.274015748,5.2
E01002564,6,78.7,0.28125,7.6
E01002565,1,62.7,0.451960784,3.5
E01002566,6,36.1,0.419668939,8
E01002567,2,79.2,0.396654719,4.9
E01002568,6,138.4,0.322607959,10.3
E01002569,1,85.5,0.357323232,4.1
E01002570,1,116,0.330601093,5.4
E01002571,1,66.6,0.346972177,3.7
E01002572,7,18.1,0.38028169,9.5
E01002573,1,89.9,0.30191458,4.3
E01002574,1,94.5,0.282170543,2.7
E01002575,1,76.9,0.297965116,3.6
E01002576,3,93.8,0.346560847,5.8
E01002577,1,46,0.287878788,2.9
E01002578,2,29.7,0.294117647,4.4
E01002579,2,43.2,0.365735115,3.4
E01002580,3,117.4,0.447407407,4.8
E01002581,1,101.1,0.3387471,3.3
E01002582,1,97.5,0.329624478,3.2
E01002583,1,42.2,0.146484375,6.8
E01002584,1,51.5,0.1663286,7.4
E01002585,1,78.8,0.174852652,6.2
E01002586,1,38.7,0.122538293,7.1
E01002587,1,84.2,0.181818182,7.1
E01002588,5,123.5,0.313146233,12.6
E01002589,1,20.1,0.242245199,8.3
E01002590,1,52.2,0.283746556,5.2
E01002591,3,53.1,0.228434505,5.4
E01002592,3,11.6,0.282636248,5.8
E01002593,5,47.6,0.264827586,5.1
E01002594,3,73.1,0.166666667,7.4
E01002595,2,71,0.269662921,6.5
E01002596,2,43.3,0.312176166,5.5
E01002598,1,81.9,0.228043143,8.2
E01002599,1,88.1,0.20913884,7.3
E01002600,2,95.9,0.186538462,5.9
E01002601,1,10.6,0.216640502,4.5
E01002602,1,70.5,0.241134752,4.4
E01002603,1,86.4,0.183183183,7
E01002604,4,57.7,0.209183673,12.7
E01002605,4,56.3,0.346613546,7.8
E01002606,6,79.5,0.368107303,12
E01002607,3,55.9,0.198224852,5.6
E01002608,4,49.6,0.292899408,8.3
E01002609,1,81.4,0.264122137,6.1
E01002610,2,10.3,0.284810127,7.9
E01002611,3,20.7,0.210691824,6.1
E01002612,3,50.3,0.321888412,6.7
E01002613,2,78.8,0.198686371,6.5
E01002614,1,29.3,0.296833773,5.7
E01002615,6,15.5,0.348184818,7.1
E01002616,2,60.8,0.25046729,5.9
E01002617,1,35.3,0.269470405,3.9
E01002618,1,76.2,0.1328125,4.8
E01002619,1,82.5,0.233974359,8.2
E01002620,2,60.9,0.273668639,9.8
E01002621,1,64,0.218855219,7.9
E01002622,1,84.2,0.178707224,6.7
E01002623,4,83,0.17768595,7.8
E01002624,1,67.6,0.183333333,7.5
E01002625,1,85.9,0.160569106,6.9
E01002626,1,46.4,0.204081633,8
E01002627,4,133.4,0.259441708,11.3
E01002628,1,54.7,0.169354839,5.6
E01002629,1,38.9,0.255944056,6.8
E01002630,1,72.1,0.210896309,6
E01002631,1,78.5,0.16502947,6.3
E01002632,1,49.9,0.193321617,5.5
E01002633,3,16.6,0.314606742,10
E01002634,1,70.7,0.157509158,13.1
E01002635,1,33.1,0.141221374,8
E01002636,1,96.1,0.149425287,8.7
E01002637,1,23.9,0.293072824,11.1
E01002638,1,22.8,0.190721649,9.9
E01002639,1,89,0.126760563,5.7
E01002640,1,80.5,0.158759124,5.6
E01002641,1,94.7,0.215070644,7.1
E01002642,1,76,0.239455782,6.4
E01002643,2,70.8,0.342857143,6.2
E01002645,2,79.4,0.317232376,8.2
E01002646,1,139.6,0.244382022,9.8
E01002647,1,126.8,0.205843293,10.2
E01002648,1,116,0.202222222,7
E01002649,2,89.4,0.26734104,4.9
E01002650,1,14.3,0.200757576,6.6
E01002651,1,135.7,0.2,5.3
E01002652,1,91.5,0.156976744,7.8
E01002653,1,84.4,0.132841328,5.5
E01002654,1,41.9,0.246130031,6
E01002655,1,74.2,0.180064309,5.9
E01002656,2,63.8,0.246346555,5.6
E01002657,1,80.5,0.183076923,4.7
E01002658,1,76.2,0.213572854,4.1
E01002659,1,49.2,0.244047619,5.6
E01002660,1,65.5,0.189655172,6.3
E01002661,1,66,0.123552124,6.1
E01002662,1,81.7,0.199362041,5.4
E01002663,1,119.8,0.291611185,6.9
E01002664,2,69,0.260067114,6.9
E01002665,2,116.5,0.236641221,5.9
E01002666,1,61.3,0.137592138,8.4
E01002667,5,50.2,0.299539171,6
E01002668,2,58.7,0.356738392,5.4
E01002669,3,57.7,0.267229255,8.2
E01002670,1,39.2,0.298022599,6.4
E01002671,2,69.2,0.238993711,5
E01002672,3,59.8,0.370424597,7.9
E01002673,6,294.9,0.285024155,9.6
E01002674,1,59.9,0.290419162,3.5
E01002675,1,81.6,0.21322691,5
E01002676,1,18,0.168157424,5.7
E01002677,1,67.3,0.338957055,6.7
E01002678,1,5,0.242152466,4.4
E01002679,1,38.5,0.241057543,4.1
E01002680,1,47.7,0.262362637,7.9
E01002681,2,66.4,0.241565452,6.2
E01002682,1,53.6,0.302049622,4.9
E01002683,1,102.4,0.296046287,4.2
E01002684,4,59.7,0.386861314,6
E01002686,5,17.9,0.3010279,9.1
E01002687,1,96.5,0.370192308,4.4
E01002689,4,113.7,0.462311558,6.1
E01002690,1,81.7,0.295751634,4.2
E01002691,1,31.3,0.282571912,4.2
E01002692,2,54.7,0.428100988,5.4
E01002693,4,82.5,0.460166468,3.4
E01002694,8,217.9,0.376681614,13.1
E01002695,7,144.5,0.387421384,5.5
E01002696,5,122.5,0.363128492,5.9
E01002697,7,188.5,0.401974612,11.4
E01002698,6,187.4,0.410037879,6.4
E01002699,7,164.7,0.428387097,5.4
E01002700,5,82.2,0.3015625,3.8
E01002701,6,190.8,0.424791086,10.1
E01002702,8,169.1,0.401149425,11.4
E01002703,8,189.9,0.369509044,8.7
E01002704,5,65.6,0.519806763,10.3
E01002706,6,148,0.380540541,7.8
E01002707,6,145.2,0.476137625,6.5
E01002708,7,58.7,0.406761178,6.5
E01002709,8,219,0.315579228,8.1
E01002710,8,120.5,0.312223859,10.6
E01002711,6,128.1,0.401869159,5.7
E01002712,7,155.1,0.388785047,13.1
E01002713,10,108.8,0.517073171,11.2
E01002714,4,148.3,0.315175097,3.6
E01002715,8,261.4,0.436950147,13.4
E01002716,8,176.1,0.36978684,9.8
E01002717,6,105.7,0.342372881,6.5
E01002718,6,167.4,0.382978723,4.2
E01002719,7,102.1,0.39348711,4.8
E01002720,9,230.6,0.340382679,11.6
E01002721,8,137.5,0.386174017,7.5
E01002722,9,153.9,0.44760479,10.2
E01002723,8,149.2,0.494238156,7.8
E01002724,3,74.7,0.505365854,2.7
E01002725,8,236.7,0.414335664,7.7
E01002726,9,100.4,0.421818182,7.7
E01002727,8,140.2,0.446613088,6.1
E01002728,4,179.7,0.463654224,8.6
E01002729,9,121,0.377492877,7.4
E01002730,5,126.2,0.384236453,9.3
E01002731,5,141.3,0.380584192,5.7
E01002732,9,136.2,0.416565164,14.2
E01002733,4,156.6,0.269230769,5.7
E01002734,8,143.6,0.352011494,13.2
E01002735,7,151.8,0.405405405,6.5
E01002736,10,215.8,0.403361345,12.7
E01002737,7,254.5,0.333756345,13.1
E01002738,8,69.9,0.414779499,8.3
E01002739,4,156.3,0.355392157,5.4
E01002740,3,82.3,0.346153846,3
E01002741,8,142.2,0.391768293,10.8
E01002742,3,146.2,0.275555556,3.4
E01002743,7,171.8,0.338842975,6.2
E01002744,7,145.7,0.430747922,6.9
E01002745,5,137.5,0.380323054,5.4
E01002747,5,159.2,0.296296296,4.4
E01002748,7,103.8,0.406296852,11.7
E01002749,5,158.2,0.271535581,5.8
E01002751,5,230.8,0.446590909,13.2
E01002752,7,168.7,0.316436252,7.5
E01002753,7,175.6,0.407348243,9.4
E01002754,6,122.5,0.2752443,6.5
E01002755,9,135.2,0.45511811,13.7
E01002756,6,115.6,0.378688525,6.8
E01002757,8,157.5,0.271186441,8.6
E01002758,9,132,0.392101551,12.3
E01002759,6,154.9,0.294385432,3.9
E01002760,9,170.7,0.341853035,14.8
E01002762,6,121.7,0.341957255,6
